state,district,crop,year,season,area,production,yield
Karnataka,Udupi,Coconut,2001,Whole Year,14003,59777000,4268.87
Karnataka,Udupi,Coconut,2002,Whole Year,14179,60528000,4268.85
Karnataka,Udupi,Coconut,2003,Whole Year,14319,61126000,4268.87
Karnataka,Udupi,Coconut,2004,Whole Year,14464,61745000,4268.87
Karnataka,Udupi,Coconut,2005,Whole Year,14876,63504000,4268.89
Karnataka,Udupi,Coconut,2006,Whole Year,14976,63931000,4268.9
Karnataka,Udupi,Coconut,2007,Whole Year,15009,73730000,4912.39
Karnataka,Udupi,Coconut,2008,Whole Year,15114,118416000,7834.86
Karnataka,Udupi,Coconut,2009,Whole Year,16224,130132000,8020.96
Karnataka,Udupi,Coconut,2010,Whole Year,17095,154889000,9060.49
Karnataka,Udupi,Coconut,2011,Whole Year,17512,171739000,9806.93
Karnataka,Udupi,Coconut,2012,Whole Year,17587,172475000,9806.96
Karnataka,Udupi,Coconut,2013,Whole Year,17771,177939000,10012.89
Karnataka,Udupi,Coconut,2014,Whole Year,17825,313547000,17590.29
Karnataka,Udupi,Coconut,2015,Whole Year,17922,181260000,10113.83
Karnataka,Udupi,Coconut,2016,Whole Year,17953,201000000,11195.9
Karnataka,Udupi,Coconut,2017,Whole Year,17960,196260000,10927.62
Karnataka,Udupi,Coconut,2018,Whole Year,22567,393989000,17458.63
Karnataka,Udupi,Coconut,2019,Whole Year,24434,246735000,10098.02
Karnataka,Uttara Kannada,Coconut,1998,Whole Year,5624,26748000,4756.05
Karnataka,Uttara Kannada,Coconut,1999,Whole Year,5805,27608000,4755.9
Karnataka,Uttara Kannada,Coconut,2000,Whole Year,5907,28093000,4755.88
Karnataka,Uttara Kannada,Coconut,2001,Whole Year,6069,28864000,4755.97
Karnataka,Uttara Kannada,Coconut,2002,Whole Year,6162,29306000,4755.92
Karnataka,Uttara Kannada,Coconut,2003,Whole Year,6224,29601000,4755.94
Karnataka,Uttara Kannada,Coconut,2004,Whole Year,6276,29848000,4755.9
Karnataka,Uttara Kannada,Coconut,2005,Whole Year,7197,34229000,4756.01
Karnataka,Uttara Kannada,Coconut,2006,Whole Year,7479,35570000,4755.98
Karnataka,Uttara Kannada,Coconut,2007,Whole Year,7415,38738000,5224.28
Karnataka,Uttara Kannada,Coconut,2008,Whole Year,7514,54795000,7292.39
Karnataka,Uttara Kannada,Coconut,2009,Whole Year,7581,53902000,7110.14
Karnataka,Uttara Kannada,Coconut,2010,Whole Year,7690,65107000,8466.45
Karnataka,Uttara Kannada,Coconut,2011,Whole Year,7713,59392000,7700.25
Karnataka,Uttara Kannada,Coconut,2012,Whole Year,7752,59692000,7700.21
Karnataka,Uttara Kannada,Coconut,2013,Whole Year,7768,61630000,7933.83
Karnataka,Uttara Kannada,Coconut,2014,Whole Year,7784,69463000,8923.82
Karnataka,Uttara Kannada,Coconut,2015,Whole Year,7787,65119000,8362.53
Karnataka,Uttara Kannada,Coconut,2016,Whole Year,7796,60949000,7817.98
Karnataka,Uttara Kannada,Coconut,2017,Whole Year,7786,61565000,7907.14
Karnataka,Uttara Kannada,Coconut,2018,Whole Year,11302,80046000,7082.46
Karnataka,Uttara Kannada,Coconut,2019,Whole Year,10089,83161000,8242.74
Karnataka,Vijayapura,Coconut,1998,Whole Year,150,717000,4780
Karnataka,Vijayapura,Coconut,1999,Whole Year,162,774000,4777.78
Karnataka,Vijayapura,Coconut,2000,Whole Year,158,755000,4778.48
Karnataka,Vijayapura,Coconut,2001,Whole Year,413,1973000,4777.24
Karnataka,Vijayapura,Coconut,2002,Whole Year,175,836000,4777.14
Karnataka,Vijayapura,Coconut,2003,Whole Year,206,984000,4776.7
Karnataka,Vijayapura,Coconut,2004,Whole Year,178,850000,4775.28
Karnataka,Vijayapura,Coconut,2005,Whole Year,178,850000,4775.28
Karnataka,Vijayapura,Coconut,2006,Whole Year,189,903000,4777.78
Karnataka,Vijayapura,Coconut,2007,Whole Year,192,978000,5093.75
Karnataka,Vijayapura,Coconut,2008,Whole Year,213,1459000,6849.77
Karnataka,Vijayapura,Coconut,2009,Whole Year,268,1906000,7111.94
Karnataka,Vijayapura,Coconut,2010,Whole Year,281,2686000,9558.72
Karnataka,Vijayapura,Coconut,2011,Whole Year,288,2863000,9940.97
Karnataka,Vijayapura,Coconut,2012,Whole Year,284,2796000,9845.07
Karnataka,Vijayapura,Coconut,2013,Whole Year,293,2325000,7935.15
Karnataka,Vijayapura,Coconut,2014,Whole Year,296,2641000,8922.3
Karnataka,Vijayapura,Coconut,2015,Whole Year,374,3128000,8363.64
Karnataka,Vijayapura,Coconut,2016,Whole Year,366,2861000,7816.94
Karnataka,Vijayapura,Coconut,2017,Whole Year,393,3108000,7908.4
Karnataka,Vijayapura,Coconut,2018,Whole Year,80,567000,7087.5
Karnataka,Vijayapura,Coconut,2019,Whole Year,103,849000,8242.72
Karnataka,Yadagiri,Coconut,2010,Whole Year,218,2084000,9559.63
Karnataka,Yadagiri,Coconut,2011,Whole Year,218,2167000,9940.37
Karnataka,Yadagiri,Coconut,2012,Whole Year,214,2107000,9845.79
Karnataka,Yadagiri,Coconut,2013,Whole Year,197,1563000,7934.01
Karnataka,Yadagiri,Coconut,2014,Whole Year,168,1499000,8922.62
Karnataka,Yadagiri,Coconut,2015,Whole Year,168,1405000,8363.1
Karnataka,Yadagiri,Coconut,2016,Whole Year,125,977000,7816
Karnataka,Yadagiri,Coconut,2017,Whole Year,123,973000,7910.57
Karnataka,Yadagiri,Coconut,2018,Whole Year,26,184000,7076.92
Karnataka,Yadagiri,Coconut,2019,Whole Year,32,264000,8250
Kerala,Alappuzha,Coconut,1997,Whole Year,61662,247000000,4005.71
Kerala,Alappuzha,Coconut,1998,Whole Year,58621,288000000,4912.92
Kerala,Alappuzha,Coconut,1999,Whole Year,61270,333000000,5434.96
Kerala,Alappuzha,Coconut,2000,Whole Year,59775,288000000,4818.07
Kerala,Alappuzha,Coconut,2001,Whole Year,57047,280000000,4908.23
Kerala,Alappuzha,Coconut,2002,Whole Year,55407,267000000,4818.89
Kerala,Alappuzha,Coconut,2003,Whole Year,55982,312000000,5573.22
Kerala,Alappuzha,Coconut,2004,Whole Year,56325,328000000,5823.35
Kerala,Alappuzha,Coconut,2005,Whole Year,56154,357000000,6357.52
Kerala,Alappuzha,Coconut,2006,Whole Year,48726,360000000,7388.25
Kerala,Alappuzha,Coconut,2007,Whole Year,43976,301000000,6844.64
Kerala,Alappuzha,Coconut,2008,Whole Year,38859,275000000,7076.87
Kerala,Alappuzha,Coconut,2009,Whole Year,39816,257000000,6454.69
Kerala,Alappuzha,Coconut,2010,Whole Year,39343.71,263500000,6697.39
Kerala,Alappuzha,Coconut,2011,Whole Year,38555.94,219318000,5688.31
Kerala,Alappuzha,Coconut,2012,Whole Year,36986,233000000,6299.68
Kerala,Alappuzha,Coconut,2013,Whole Year,36880,217000000,5883.95
Kerala,Alappuzha,Coconut,2014,Whole Year,35161,218000000,6200.05
Kerala,Alappuzha,Coconut,2015,Whole Year,33227,187000000,5627.95
Kerala,Alappuzha,Coconut,2016,Whole Year,33670,177000000,5256.91
Kerala,Alappuzha,Coconut,2017,Whole Year,32577,182000000,5586.76
Kerala,Alappuzha,Coconut,2018,Whole Year,33755.11,192000000,5688.03
Kerala,Alappuzha,Coconut,2019,Whole Year,34205,200000000,5847.1
Kerala,Ernakulam,Coconut,1997,Whole Year,64816,357000000,5507.9
Kerala,Ernakulam,Coconut,1998,Whole Year,61719,345000000,5589.85
Kerala,Ernakulam,Coconut,1999,Whole Year,68110,406000000,5960.95
Kerala,Ernakulam,Coconut,2000,Whole Year,67402,358000000,5311.42
Kerala,Ernakulam,Coconut,2001,Whole Year,62684,343000000,5471.89
Kerala,Ernakulam,Coconut,2002,Whole Year,61034,309000000,5062.75
Kerala,Ernakulam,Coconut,2003,Whole Year,57964,311000000,5365.4
Kerala,Ernakulam,Coconut,2004,Whole Year,58735,313000000,5329.02
Kerala,Ernakulam,Coconut,2005,Whole Year,58553,369000000,6301.98
Kerala,Ernakulam,Coconut,2006,Whole Year,54710,376000000,6872.6
Kerala,Ernakulam,Coconut,2007,Whole Year,49412,292000000,5909.5
Kerala,Ernakulam,Coconut,2008,Whole Year,46240,249000000,5384.95
Kerala,Ernakulam,Coconut,2009,Whole Year,44475,235000000,5283.87
Kerala,Ernakulam,Coconut,2010,Whole Year,42893.79,221125000,5155.18
Kerala,Ernakulam,Coconut,2011,Whole Year,46376.43,240698000,5190.09
Kerala,Ernakulam,Coconut,2012,Whole Year,43751,209000000,4777.03
Kerala,Ernakulam,Coconut,2013,Whole Year,44582,227000000,5091.74
Kerala,Ernakulam,Coconut,2014,Whole Year,43680,212000000,4853.48
Kerala,Ernakulam,Coconut,2015,Whole Year,41915,188000000,4485.27
Kerala,Ernakulam,Coconut,2016,Whole Year,43079,186000000,4317.65
Kerala,Ernakulam,Coconut,2017,Whole Year,40669,181000000,4450.56
Kerala,Ernakulam,Coconut,2018,Whole Year,39275.29,174000000,4430.27
Kerala,Ernakulam,Coconut,2019,Whole Year,40580,159000000,3918.19
Kerala,Idukki,Coconut,1997,Whole Year,20830,78000000,3744.6
Kerala,Idukki,Coconut,1998,Whole Year,21444,87000000,4057.08
Kerala,Idukki,Coconut,1999,Whole Year,23696,92000000,3882.51
Kerala,Idukki,Coconut,2000,Whole Year,23811,91000000,3821.76
Kerala,Idukki,Coconut,2001,Whole Year,25603,96000000,3749.56
Kerala,Idukki,Coconut,2002,Whole Year,25810,104000000,4029.45
Kerala,Idukki,Coconut,2003,Whole Year,24383,92000000,3773.12
Kerala,Idukki,Coconut,2004,Whole Year,24274,87000000,3584.08
Kerala,Idukki,Coconut,2005,Whole Year,24343,90000000,3697.16
Kerala,Idukki,Coconut,2006,Whole Year,23668,99000000,4182.86
Kerala,Idukki,Coconut,2007,Whole Year,19925,72000000,3613.55
Kerala,Idukki,Coconut,2008,Whole Year,17776,79000000,4444.19
Kerala,Idukki,Coconut,2009,Whole Year,17189,90000000,5235.91
Kerala,Idukki,Coconut,2010,Whole Year,17011.58,79789000,4690.28
Kerala,Idukki,Coconut,2011,Whole Year,17158.12,94937000,5533.07
Kerala,Idukki,Coconut,2012,Whole Year,17265,94000000,5444.54
Kerala,Idukki,Coconut,2013,Whole Year,16518,90000000,5448.6
Kerala,Idukki,Coconut,2014,Whole Year,16655,75000000,4503.15
Kerala,Idukki,Coconut,2015,Whole Year,16546,63000000,3807.57
Kerala,Idukki,Coconut,2016,Whole Year,16122,63000000,3907.7
Kerala,Idukki,Coconut,2017,Whole Year,15858,63000000,3972.76
Kerala,Idukki,Coconut,2018,Whole Year,14513.61,59000000,4065.15
Kerala,Idukki,Coconut,2019,Whole Year,13613,56000000,4113.71
Kerala,Kannur,Coconut,1997,Whole Year,97365,642000000,6593.75
Kerala,Kannur,Coconut,1998,Whole Year,95118,529000000,5561.51
Kerala,Kannur,Coconut,1999,Whole Year,95257,515000000,5406.43
Kerala,Kannur,Coconut,2000,Whole Year,96975,621000000,6403.71
Kerala,Kannur,Coconut,2001,Whole Year,95712,604000000,6310.6
Kerala,Kannur,Coconut,2002,Whole Year,94217,559000000,5933.11
Kerala,Kannur,Coconut,2003,Whole Year,95278,597000000,6265.87
Kerala,Kannur,Coconut,2004,Whole Year,94518,642000000,6792.36
Kerala,Kannur,Coconut,2005,Whole Year,93934,692000000,7366.87
Kerala,Kannur,Coconut,2006,Whole Year,91393,640000000,7002.72
Kerala,Kannur,Coconut,2007,Whole Year,82223,554000000,6737.77
Kerala,Kannur,Coconut,2008,Whole Year,77705,500000000,6434.59
Kerala,Kannur,Coconut,2009,Whole Year,78024,479000000,6139.14
Kerala,Kannur,Coconut,2010,Whole Year,76916.76,528790000,6874.83
Kerala,Kannur,Coconut,2011,Whole Year,90350.48,644511000,7133.45
Kerala,Kannur,Coconut,2012,Whole Year,86818,567000000,6530.9
Kerala,Kannur,Coconut,2013,Whole Year,85063,574000000,6747.94
Kerala,Kannur,Coconut,2014,Whole Year,85807,533000000,6211.61
Kerala,Kannur,Coconut,2015,Whole Year,89238,563000000,6308.97
Kerala,Kannur,Coconut,2016,Whole Year,88217,527000000,5973.91
Kerala,Kannur,Coconut,2017,Whole Year,85972,481000000,5594.84
Kerala,Kannur,Coconut,2018,Whole Year,83663.46,501000000,5988.28
Kerala,Kannur,Coconut,2019,Whole Year,86877,412000000,4742.34
Kerala,Kasaragod,Coconut,1997,Whole Year,55271,402000000,7273.25
Kerala,Kasaragod,Coconut,1998,Whole Year,48596,337000000,6934.73
Kerala,Kasaragod,Coconut,1999,Whole Year,56183,364000000,6478.83
Kerala,Kasaragod,Coconut,2000,Whole Year,59073,469000000,7939.33
Kerala,Kasaragod,Coconut,2001,Whole Year,57285,438000000,7645.98
Kerala,Kasaragod,Coconut,2002,Whole Year,56236,409000000,7272.92
Kerala,Kasaragod,Coconut,2003,Whole Year,57811,419000000,7247.76
Kerala,Kasaragod,Coconut,2004,Whole Year,57906,471000000,8133.87
Kerala,Kasaragod,Coconut,2005,Whole Year,58088,426000000,7333.7
Kerala,Kasaragod,Coconut,2006,Whole Year,58236,395000000,6782.75
Kerala,Kasaragod,Coconut,2007,Whole Year,57057,445000000,7799.22
Kerala,Kasaragod,Coconut,2008,Whole Year,52266,439000000,8399.34
Kerala,Kasaragod,Coconut,2009,Whole Year,54224,416000000,7671.88
Kerala,Kasaragod,Coconut,2010,Whole Year,56173.75,418372000,7447.82
Kerala,Kasaragod,Coconut,2011,Whole Year,59655.93,508038000,8516.14
Kerala,Kasaragod,Coconut,2012,Whole Year,58836,469000000,7971.31
Kerala,Kasaragod,Coconut,2013,Whole Year,61836,602000000,9735.43
Kerala,Kasaragod,Coconut,2014,Whole Year,63791,705000000,11051.72
Kerala,Kasaragod,Coconut,2015,Whole Year,64335,619000000,9621.51
Kerala,Kasaragod,Coconut,2016,Whole Year,65243,603000000,9242.37
Kerala,Kasaragod,Coconut,2017,Whole Year,67085,618000000,9212.19
Kerala,Kasaragod,Coconut,2018,Whole Year,65998.94,650000000,9848.64
Kerala,Kasaragod,Coconut,2019,Whole Year,63303,543000000,8577.79
Kerala,Kollam,Coconut,1997,Whole Year,79523,374000000,4703.04
Kerala,Kollam,Coconut,1998,Whole Year,75614,350000000,4628.77
Kerala,Kollam,Coconut,1999,Whole Year,79906,399000000,4993.37
Kerala,Kollam,Coconut,2000,Whole Year,79709,387000000,4855.16
Kerala,Kollam,Coconut,2001,Whole Year,74956,425000000,5669.99
Kerala,Kollam,Coconut,2002,Whole Year,71310,411000000,5763.57
Kerala,Kollam,Coconut,2003,Whole Year,67531,439000000,6500.72
Kerala,Kollam,Coconut,2004,Whole Year,66153,444000000,6711.71
Kerala,Kollam,Coconut,2005,Whole Year,66134,504000000,7620.89
Kerala,Kollam,Coconut,2006,Whole Year,65392,512000000,7829.7
Kerala,Kollam,Coconut,2007,Whole Year,58575,378000000,6453.27
Kerala,Kollam,Coconut,2008,Whole Year,58397,443000000,7586.01
Kerala,Kollam,Coconut,2009,Whole Year,56675,412000000,7269.52
Kerala,Kollam,Coconut,2010,Whole Year,56059.5,377754000,6738.45
Kerala,Kollam,Coconut,2011,Whole Year,55303.75,426635000,7714.4
Kerala,Kollam,Coconut,2012,Whole Year,55120,372000000,6748.91
Kerala,Kollam,Coconut,2013,Whole Year,61309,473000000,7715.02
Kerala,Kollam,Coconut,2014,Whole Year,52360,387000000,7391.14
Kerala,Kollam,Coconut,2015,Whole Year,51834,358000000,6906.66
Kerala,Kollam,Coconut,2016,Whole Year,50938,354000000,6949.63
Kerala,Kollam,Coconut,2017,Whole Year,46342,295000000,6365.72
Kerala,Kollam,Coconut,2018,Whole Year,45473.19,319000000,7015.12
Kerala,Kollam,Coconut,2019,Whole Year,45348,291000000,6417.04
Kerala,Kottayam,Coconut,1997,Whole Year,38198,156000000,4083.98
Kerala,Kottayam,Coconut,1998,Whole Year,42571,171000000,4016.82
Kerala,Kottayam,Coconut,1999,Whole Year,43272,201000000,4645.04
Kerala,Kottayam,Coconut,2000,Whole Year,41604,197000000,4735.12
Kerala,Kottayam,Coconut,2001,Whole Year,39429,180000000,4565.17
Kerala,Kottayam,Coconut,2002,Whole Year,41424,213000000,5141.95
Kerala,Kottayam,Coconut,2003,Whole Year,39286,217000000,5523.6
Kerala,Kottayam,Coconut,2004,Whole Year,40532,187000000,4613.64
Kerala,Kottayam,Coconut,2005,Whole Year,39943,217000000,5432.74
Kerala,Kottayam,Coconut,2006,Whole Year,36204,202000000,5579.49
Kerala,Kottayam,Coconut,2007,Whole Year,35226,205000000,5819.57
Kerala,Kottayam,Coconut,2008,Whole Year,34881,194000000,5561.77
Kerala,Kottayam,Coconut,2009,Whole Year,28185,141000000,5002.66
Kerala,Kottayam,Coconut,2010,Whole Year,28410.34,148421000,5224.19
Kerala,Kottayam,Coconut,2011,Whole Year,28208.84,149436000,5297.49
Kerala,Kottayam,Coconut,2012,Whole Year,27500,131000000,4763.64
Kerala,Kottayam,Coconut,2013,Whole Year,27019,126000000,4663.39
Kerala,Kottayam,Coconut,2014,Whole Year,26529,140000000,5277.24
Kerala,Kottayam,Coconut,2015,Whole Year,26849,133000000,4953.63
Kerala,Kottayam,Coconut,2016,Whole Year,25610,127000000,4959
Kerala,Kottayam,Coconut,2017,Whole Year,25619,141000000,5503.73
Kerala,Kottayam,Coconut,2018,Whole Year,25513.92,124000000,4860.09
Kerala,Kottayam,Coconut,2019,Whole Year,25221,102000000,4044.25
Kerala,Kozhikode,Coconut,1997,Whole Year,122379,929000000,7591.17
Kerala,Kozhikode,Coconut,1998,Whole Year,129506,999000000,7713.93
Kerala,Kozhikode,Coconut,1999,Whole Year,131061,1059000000,8080.21
Kerala,Kozhikode,Coconut,2000,Whole Year,128739,903000000,7014.19
Kerala,Kozhikode,Coconut,2001,Whole Year,130100,895000000,6879.32
Kerala,Kozhikode,Coconut,2002,Whole Year,127402,888000000,6970.06
Kerala,Kozhikode,Coconut,2003,Whole Year,129365,898000000,6941.6
Kerala,Kozhikode,Coconut,2004,Whole Year,129865,854000000,6576.06
Kerala,Kozhikode,Coconut,2005,Whole Year,129500,845000000,6525.1
Kerala,Kozhikode,Coconut,2006,Whole Year,129401,824000000,6367.8
Kerala,Kozhikode,Coconut,2007,Whole Year,122929,851000000,6922.7
Kerala,Kozhikode,Coconut,2008,Whole Year,120704,941000000,7795.93
Kerala,Kozhikode,Coconut,2009,Whole Year,119166,868000000,7283.96
Kerala,Kozhikode,Coconut,2010,Whole Year,121688.42,769685000,6325.05
Kerala,Kozhikode,Coconut,2011,Whole Year,127699.25,852009000,6672
Kerala,Kozhikode,Coconut,2012,Whole Year,124819,882000000,7066.23
Kerala,Kozhikode,Coconut,2013,Whole Year,123115,948000000,7700.12
Kerala,Kozhikode,Coconut,2014,Whole Year,123066,1001000000,8133.85
Kerala,Kozhikode,Coconut,2015,Whole Year,120683,975000000,8079.02
Kerala,Kozhikode,Coconut,2016,Whole Year,119064,837000000,7029.83
Kerala,Kozhikode,Coconut,2017,Whole Year,112305,815000000,7257.02
Kerala,Kozhikode,Coconut,2018,Whole Year,115706.18,790000000,6827.64
Kerala,Kozhikode,Coconut,2019,Whole Year,114865,741000000,6451.05
Kerala,Malappuram,Coconut,1997,Whole Year,102872,634000000,6163
Kerala,Malappuram,Coconut,1998,Whole Year,99276,600000000,6043.76
Kerala,Malappuram,Coconut,1999,Whole Year,107142,717000000,6692.05
Kerala,Malappuram,Coconut,2000,Whole Year,110378,626000000,5671.42
Kerala,Malappuram,Coconut,2001,Whole Year,104171,599000000,5750.16
Kerala,Malappuram,Coconut,2002,Whole Year,107254,787000000,7337.72
Kerala,Malappuram,Coconut,2003,Whole Year,109582,858000000,7829.75
Kerala,Malappuram,Coconut,2004,Whole Year,113162,900000000,7953.2
Kerala,Malappuram,Coconut,2005,Whole Year,113411,863000000,7609.49
Kerala,Malappuram,Coconut,2006,Whole Year,112238,859000000,7653.38
Kerala,Malappuram,Coconut,2007,Whole Year,104731,832000000,7944.16
Kerala,Malappuram,Coconut,2008,Whole Year,105789,952000000,8999.05
Kerala,Malappuram,Coconut,2009,Whole Year,108380,1063000000,9808.08
Kerala,Malappuram,Coconut,2010,Whole Year,104178.22,916053000,8793.13
Kerala,Malappuram,Coconut,2011,Whole Year,109229.36,946781000,8667.83
Kerala,Malappuram,Coconut,2012,Whole Year,102417,1125000000,10984.5
Kerala,Malappuram,Coconut,2013,Whole Year,105481,935000000,8864.16
Kerala,Malappuram,Coconut,2014,Whole Year,103691,933000000,8997.89
Kerala,Malappuram,Coconut,2015,Whole Year,103391,1046000000,10116.93
Kerala,Malappuram,Coconut,2016,Whole Year,102836,878000000,8537.87
Kerala,Malappuram,Coconut,2017,Whole Year,105090,855000000,8135.88
Kerala,Malappuram,Coconut,2018,Whole Year,104684.71,912000000,8711.87
Kerala,Malappuram,Coconut,2019,Whole Year,105381,778000000,7382.74
Kerala,Palakkad,Coconut,1997,Whole Year,48929,237000000,4843.75
Kerala,Palakkad,Coconut,1998,Whole Year,45439,194000000,4269.46
Kerala,Palakkad,Coconut,1999,Whole Year,45857,218000000,4753.91
Kerala,Palakkad,Coconut,2000,Whole Year,46393,252000000,5431.85
Kerala,Palakkad,Coconut,2001,Whole Year,50568,284000000,5616.2
Kerala,Palakkad,Coconut,2002,Whole Year,53207,363000000,6822.41
Kerala,Palakkad,Coconut,2003,Whole Year,55655,380000000,6827.78
Kerala,Palakkad,Coconut,2004,Whole Year,55533,344000000,6194.51
Kerala,Palakkad,Coconut,2005,Whole Year,55437,415000000,7485.98
Kerala,Palakkad,Coconut,2006,Whole Year,60182,420000000,6978.83
Kerala,Palakkad,Coconut,2007,Whole Year,60393,422000000,6987.56
Kerala,Palakkad,Coconut,2008,Whole Year,59076,450000000,7617.31
Kerala,Palakkad,Coconut,2009,Whole Year,57186,417000000,7291.99
Kerala,Palakkad,Coconut,2010,Whole Year,57094.11,407624000,7139.51
Kerala,Palakkad,Coconut,2011,Whole Year,60528.6,492736000,8140.55
Kerala,Palakkad,Coconut,2012,Whole Year,62513,461000000,7374.47
Kerala,Palakkad,Coconut,2013,Whole Year,61016,397000000,6506.49
Kerala,Palakkad,Coconut,2014,Whole Year,60687,442000000,7283.27
Kerala,Palakkad,Coconut,2015,Whole Year,59976,451000000,7519.67
Kerala,Palakkad,Coconut,2016,Whole Year,59547,397000000,6667
Kerala,Palakkad,Coconut,2017,Whole Year,54046,414000000,7660.14
Kerala,Palakkad,Coconut,2018,Whole Year,55501.52,441000000,7945.73
Kerala,Palakkad,Coconut,2019,Whole Year,57428,454000000,7905.55
Kerala,Pathanamthitta,Coconut,1997,Whole Year,22056,121000000,5486.04
Kerala,Pathanamthitta,Coconut,1998,Whole Year,21994,118000000,5365.1
Kerala,Pathanamthitta,Coconut,1999,Whole Year,22769,131000000,5753.44
Kerala,Pathanamthitta,Coconut,2000,Whole Year,22794,126000000,5527.77
Kerala,Pathanamthitta,Coconut,2001,Whole Year,22696,124000000,5463.52
Kerala,Pathanamthitta,Coconut,2002,Whole Year,21764,122000000,5605.59
Kerala,Pathanamthitta,Coconut,2003,Whole Year,21660,121000000,5586.33
Kerala,Pathanamthitta,Coconut,2004,Whole Year,21739,114000000,5244.03
Kerala,Pathanamthitta,Coconut,2005,Whole Year,21375,119000000,5567.25
Kerala,Pathanamthitta,Coconut,2006,Whole Year,18842,109000000,5784.95
Kerala,Pathanamthitta,Coconut,2007,Whole Year,17903,107000000,5976.65
Kerala,Pathanamthitta,Coconut,2008,Whole Year,16632,111000000,6673.88
Kerala,Pathanamthitta,Coconut,2009,Whole Year,16213,114000000,7031.39
Kerala,Pathanamthitta,Coconut,2010,Whole Year,15626.74,112043000,7169.95
Kerala,Pathanamthitta,Coconut,2011,Whole Year,16184.56,137055000,8468.26
Kerala,Pathanamthitta,Coconut,2012,Whole Year,15433,110000000,7127.58
Kerala,Pathanamthitta,Coconut,2013,Whole Year,15606,98000000,6279.64
Kerala,Pathanamthitta,Coconut,2014,Whole Year,15803,92000000,5821.68
Kerala,Pathanamthitta,Coconut,2015,Whole Year,15884,91000000,5729.04
Kerala,Pathanamthitta,Coconut,2016,Whole Year,15877,89000000,5605.59
Kerala,Pathanamthitta,Coconut,2017,Whole Year,15816,92000000,5816.89
Kerala,Pathanamthitta,Coconut,2018,Whole Year,15815.74,94000000,5943.45
Kerala,Pathanamthitta,Coconut,2019,Whole Year,16056,76000000,4733.43
Kerala,Thiruvananthapuram,Coconut,1997,Whole Year,84308,516000000,6120.42
Kerala,Thiruvananthapuram,Coconut,1998,Whole Year,91271,555000000,6080.79
Kerala,Thiruvananthapuram,Coconut,1999,Whole Year,91362,608000000,6654.85
Kerala,Thiruvananthapuram,Coconut,2000,Whole Year,88663,635000000,7161.95
Kerala,Thiruvananthapuram,Coconut,2001,Whole Year,88604,627000000,7076.43
Kerala,Thiruvananthapuram,Coconut,2002,Whole Year,87118,606000000,6956.08
Kerala,Thiruvananthapuram,Coconut,2003,Whole Year,85506,553000000,6467.38
Kerala,Thiruvananthapuram,Coconut,2004,Whole Year,84073,568000000,6756.03
Kerala,Thiruvananthapuram,Coconut,2005,Whole Year,84078,665000000,7909.32
Kerala,Thiruvananthapuram,Coconut,2006,Whole Year,77463,603000000,7784.36
Kerala,Thiruvananthapuram,Coconut,2007,Whole Year,72473,562000000,7754.61
Kerala,Thiruvananthapuram,Coconut,2008,Whole Year,71675,600000000,8371.12
Kerala,Thiruvananthapuram,Coconut,2009,Whole Year,71376,591000000,8280.09
Kerala,Thiruvananthapuram,Coconut,2010,Whole Year,69668.44,499402000,7168.27
Kerala,Thiruvananthapuram,Coconut,2011,Whole Year,71423.51,572372000,8013.78
Kerala,Thiruvananthapuram,Coconut,2012,Whole Year,70233,552000000,7859.55
Kerala,Thiruvananthapuram,Coconut,2013,Whole Year,71320,551000000,7725.74
Kerala,Thiruvananthapuram,Coconut,2014,Whole Year,73079,665000000,9099.74
Kerala,Thiruvananthapuram,Coconut,2015,Whole Year,72340,633000000,8750.35
Kerala,Thiruvananthapuram,Coconut,2016,Whole Year,70467,573000000,8131.47
Kerala,Thiruvananthapuram,Coconut,2017,Whole Year,68110,562000000,8251.36
Kerala,Thiruvananthapuram,Coconut,2018,Whole Year,71157.95,491000000,6900.14
Kerala,Thiruvananthapuram,Coconut,2019,Whole Year,70373,424000000,6025.04
Kerala,Thrissur,Coconut,1997,Whole Year,76656,491000000,6405.24
Kerala,Thrissur,Coconut,1998,Whole Year,81171,534000000,6578.7
Kerala,Thrissur,Coconut,1999,Whole Year,88307,610000000,6907.72
Kerala,Thrissur,Coconut,2000,Whole Year,89472,540000000,6035.41
Kerala,Thrissur,Coconut,2001,Whole Year,85480,545000000,6375.76
Kerala,Thrissur,Coconut,2002,Whole Year,86068,620000000,7203.61
Kerala,Thrissur,Coconut,2003,Whole Year,87397,632000000,7231.37
Kerala,Thrissur,Coconut,2004,Whole Year,85115,709000000,8329.91
Kerala,Thrissur,Coconut,2005,Whole Year,85366,726000000,8504.56
Kerala,Thrissur,Coconut,2006,Whole Year,84454,608000000,7199.19
Kerala,Thrissur,Coconut,2007,Whole Year,81697,575000000,7038.2
Kerala,Thrissur,Coconut,2008,Whole Year,76753,531000000,6918.3
Kerala,Thrissur,Coconut,2009,Whole Year,77509,538000000,6941.13
Kerala,Thrissur,Coconut,2010,Whole Year,75364.43,493258000,6544.97
Kerala,Thrissur,Coconut,2011,Whole Year,89676.79,607999000,6779.89
Kerala,Thrissur,Coconut,2012,Whole Year,86476,548000000,6337.02
Kerala,Thrissur,Coconut,2013,Whole Year,87177,618000000,7089.03
Kerala,Thrissur,Coconut,2014,Whole Year,83221,485000000,5827.86
